"","ITEM","AREAPLANTED","COUNTY","STATE","DATE","AREAHARVESTED","PRODUCTION_Q","YIELD","P_PRICE","CROP_DEN","P_VALUE","EXP_VAL","IMP_VAL","LABOR_EXP","DOM_CONSUMP","LOC","deltay","deltayhat"
"5853","Corn",60257.69212,"Story"," Iowa",1967,56858.33273,344899.4107,6.063396528,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-16.65547346,12.71763816
"5854","Corn",66247.03963,"Tama"," Iowa",1967,63616.58295,395016.2568,6.207763112,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-13.25595602,11.20923914
"5855","Corn",29542.05188,"Taylor"," Iowa",1967,25576.13259,107422.2719,4.199184552,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-24.38356164,32.72727273
"5856","Corn",22864.73878,"Union"," Iowa",1967,19101.16231,79455.39524,4.161523704,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-20.17699115,20.21276596
"5857","Corn",20153.34498,"Van Buren"," Iowa",1967,19343.9737,106076.0008,5.485930192,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-4.819277102,-0.598802382
"5858","Corn",33305.62835,"Warren_IO"," Iowa",1967,29582.52044,139275.5537,4.707606,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-23.81530982,9.587217031
"5859","Corn",52204.44784,"Washington_IO"," Iowa",1967,50342.89389,299151.5952,5.944137176,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-12.6356589,4.707792198
"5860","Corn",26709.25239,"Wayne_IO"," Iowa",1967,20800.84201,88676.08209,4.261952632,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-27.72727275,29.41176474
"5861","Corn",68351.40497,"Webster_IO"," Iowa",1967,64021.2686,403170.0874,6.295638424,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-14.62403789,15.52667579
"5862","Corn",43463.23797,"Winnebago_IO"," Iowa",1967,41520.74689,254419.8334,6.126164608,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-19.83240224,23.30654418
"5863","Corn",45527.13475,"Winneshiek"," Iowa",1967,38485.60457,178342.8165,4.632284304,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-7.91111112,11.16600791
"5864","Corn",83729.45937,"Woodbury"," Iowa",1967,72357.79283,347591.9528,4.80175812,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-23.05461575,24.56351595
"5865","Corn",42653.86669,"Worth"," Iowa",1967,38607.01027,223049.177,5.77466336,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-25.14231499,29.96300865
"5866","Corn",62766.74311,"Wright"," Iowa",1967,58922.2295,351986.3849,5.975521216,1.01,16000,996195000,6455507609,18808800,2.83,99239000,80.79,-12.50805932,13.12910284
"5867","Corn",25058.13497,"Adams_NE"," Nebraska",1967,24062.60829,167504.0642,6.960980072,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,10.998062,30.00209953
"5868","Corn",61014.45427,"Antelope"," Nebraska",1967,56174.41399,184029.4147,3.276493776,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-0.663261919,8.553531554
"5869","Corn",41573.35602,"Boone_NE"," Nebraska",1967,38809.35309,170698.7909,4.400042408,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-8.001557484,19.01065802
"5870","Corn",5665.598991,"Box Butte"," Nebraska",1967,3261.766276,15905.04979,4.877079816,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-16.57142857,28.91344384
"5871","Corn",43576.54995,"Buffalo"," Nebraska",1967,39715.84893,232599.0652,5.856261864,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,0.018573545,11.11340417
"5872","Corn",49395.92949,"Burt"," Nebraska",1967,46506.474,200619.7927,4.312167096,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-10.6013436,19.63148096
"5873","Corn",31654.51093,"Boone_NE"," Nebraska",1967,30630.65626,145360.699,4.745266848,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,7.095372047,5.007383523
"5874","Corn",30416.17287,"Cass_NE"," Nebraska",1967,29408.50562,144103.3327,4.902187048,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,4.004789772,5.993512906
"5875","Corn",58056.20223,"Cedar_NE"," Nebraska",1967,52074.94844,170963.7269,3.282770584,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-19.78948836,16.18075801
"5876","Corn",16843.01643,"Chase"," Nebraska",1967,15600.63151,62236.58809,3.992049888,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,11.26862084,48.48376742
"5877","Corn",3148.454296,"Cherry"," Nebraska",1967,2314.801873,3955.49685,1.707291776,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,12.46786633,26.29870128
"5878","Corn",27846.41904,"Clay_NE"," Nebraska",1967,26575.70612,187842.1561,7.067685808,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,9.998546729,45.01580613
"5879","Corn",33370.37806,"Colfax"," Nebraska",1967,30926.07678,118795.4684,3.841406496,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-1.00654865,5.071355772
"5880","Corn",55692.83808,"Cuming"," Nebraska",1967,49501.14775,203424.6088,4.11130924,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-5.050138055,7.979599841
"5881","Corn",51682.40337,"Custer"," Nebraska",1967,46174.63178,173020.9815,3.747254376,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-7.994675442,11.99684295
"5882","Corn",50266.00362,"Dawson"," Nebraska",1967,44272.60926,274631.6805,6.201486304,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-3.22840352,3.577384934
"5883","Corn",39772.50492,"Dixon"," Nebraska",1967,37870.4824,124120.3516,3.276493776,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-18.34554335,15.99197453
"5884","Corn",50286.2379,"Dodge"," Nebraska",1967,47113.50246,219508.23,4.657391536,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-1.231289227,4.052922462
"5885","Corn",15649.19378,"Dundy"," Nebraska",1967,14718.41681,42758.33164,2.906162104,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-1.008533744,22.76190472
"5886","Corn",30383.79802,"Fillmore"," Nebraska",1967,28437.26008,185881.1725,6.534157128,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,9.989344676,38.01470587
"5887","Corn",12759.7383,"Franklin_NE"," Nebraska",1967,11934.17959,70354.60272,5.893922712,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,5.962575345,19.0260476
"5888","Corn",11618.52479,"Furnas"," Nebraska",1967,10048.3445,52995.83418,5.27251872,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,2.716823398,32.42619929
"5889","Corn",16790.40729,"Gage"," Nebraska",1967,14892.43163,75415.56594,5.065384056,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,15.81103885,7.542768215
"5890","Corn",4172.308971,"Garfield"," Nebraska",1967,3593.608503,11319.34566,3.150957616,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,1.066925324,18.91580161
"5891","Corn",10080.71935,"Gosper"," Nebraska",1967,8530.773338,44467.58789,5.20975064,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,0.602167741,10.66192806
"5892","Corn",19493.70738,"Greeley"," Nebraska",1967,17563.35687,66662.00975,3.79746884,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-8.9889973,23.38627047
"5893","Corn",48173.77885,"Hall"," Nebraska",1967,43471.33169,257954.684,5.93158356,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-3.990255375,17.55875963
"5894","Corn",46506.474,"Hamilton_NE"," Nebraska",1967,44381.87438,300088.1426,6.760122216,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,8.98886183,16.41004861
"5895","Corn",9955.266798,"Harlan"," Nebraska",1967,8676.460169,49420.84942,5.693064856,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,23.17073172,12.02185792
"5896","Corn",10643.23239,"Hayes"," Nebraska",1967,8619.804179,18790.38813,2.178052376,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,3.536121699,10.78348778
"5897","Corn",7992.541433,"Hitchcock"," Nebraska",1967,7316.716411,44105.87279,6.02573568,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-10.98734177,16.03995299
"5898","Corn",35369.52513,"Holt"," Nebraska",1967,31864.94747,139439.9004,4.374935176,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,7.162471395,18.55670105
"5899","Corn",28987.63255,"Howard_NE"," Nebraska",1967,26219.58276,137188.5796,5.234857872,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-4.969984656,17.17650906
"5900","Corn",7446.215816,"Jefferson_NE"," Nebraska",1967,6462.829706,32029.05913,4.95867832,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,20.00000001,14.42786068
"5901","Corn",10590.62326,"Johnson_NE"," Nebraska",1967,9935.032516,41063.30014,4.130139664,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,0.955292314,1.003473591
"5902","Corn",32067.29029,"Kearney"," Nebraska",1967,28979.53884,188017.4253,6.490219472,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,4.707218559,18.58724934
"5903","Corn",7247.919852,"Keith"," Nebraska",1967,5738.442406,29665.21032,5.172089792,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,0.111669461,10.01228502
"5904","Corn",3083.704594,"Keya Paha"," Nebraska",1967,1817.038533,3245.021337,1.78889028,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,16.40419945,7.932011344
"5905","Corn",52455.35294,"Knox_NE"," Nebraska",1967,45753.75871,130435.887,2.849670832,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-15.74602685,7.998666878
"5906","Corn",7021.295892,"Lancaster"," Nebraska",1967,6398.080003,26018.08575,4.067371584,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,9.394812683,-7.614483501
"5907","Corn",25232.14979,"Lincoln"," Nebraska",1967,21759.94698,109235.9277,5.0214464,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-7.409783493,31.3461133
"5908","Corn",4002.341001,"Logan_NE"," Nebraska",1967,3605.749072,9487.400934,2.629982552,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-10.11122345,9.040793809
"5909","Corn",47408.92298,"Madison_NE"," Nebraska",1967,44220.00012,164829.557,3.728423952,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-10.04694834,11.99808796
"5910","Corn",47008.2842,"Merrick"," Nebraska",1967,42058.97879,237639.1993,5.6491272,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-18.17320937,24.78246859
"5911","Corn",8308.196234,"Morrill"," Nebraska",1967,6470.923419,28825.95001,4.45653368,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,6.186069172,7.825630254
"5912","Corn",19311.59885,"Nemaha"," Nebraska",1967,18579.11783,78439.59561,4.224291784,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,0.984911977,-2.472920463
"5913","Corn",11153.1363,"Nuckolls"," Nebraska",1967,9906.704521,63163.99106,6.377236928,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,6.894049345,13.13628901
"5914","Corn",28243.01097,"Otoe"," Nebraska",1967,27231.29686,123592.7657,4.538132184,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-11.00444189,4.476047903
"5915","Corn",8012.775716,"Pawnee"," Nebraska",1967,7502.871806,27785.51107,3.70331672,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,1.010101005,6.911447084
"5916","Corn",3658.358205,"Perkins"," Nebraska",1967,2909.689767,12593.22292,4.33099752,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,18.80530974,61.42857143
"5917","Corn",40027.45687,"Phelps"," Nebraska",1967,30954.40477,176447.6224,5.699341664,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-5.196643411,12.55120618
"5918","Corn",45725.43071,"Pierce"," Nebraska",1967,41192.95152,111334.0784,2.705304248,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-19.76281087,11.55099219
"5919","Corn",44960.57485,"Platte"," Nebraska",1967,41638.10573,183193.7106,4.400042408,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,1.96219622,11.12222444
"5920","Corn",27591.46709,"Polk_NE"," Nebraska",1967,25122.88467,151963.5237,6.050842912,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,3.945438517,14.14699482
"5921","Corn",24131.40484,"Richardson"," Nebraska",1967,22969.95705,96795.87482,4.211738168,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,7.982559129,-9.003509848
"5922","Corn",15208.08643,"Saline_NE"," Nebraska",1967,14305.63745,85351.04653,5.969244408,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,16.97711551,8.455988446
"5923","Corn",24386.3568,"Sarpy"," Nebraska",1967,22545.03713,99255.7407,4.400042408,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-10.02323266,14.17203484
"5924","Corn",51354.608,"Saunders"," Nebraska",1967,48979.10328,220625.381,4.506748144,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-3.987391648,6.935198459
"5925","Corn",22071.55493,"Scotts Bluff"," Nebraska",1967,17518.84145,88723.07458,5.065384056,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-4.015401556,16.16613422
"5926","Corn",22840.45765,"Seward"," Nebraska",1967,20885.82599,115499.3904,5.529867848,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,16.79659812,7.076456102
"5927","Corn",11808.72704,"Sheridan"," Nebraska",1967,5608.943001,15561.87767,2.774349136,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-10.82933517,8.314773585
"5928","Corn",14880.29106,"Sherman"," Nebraska",1967,13208.93936,55717.33387,4.218014976,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-8.920315434,14.29903634
"5929","Corn",3577.421077,"Sioux_NE"," Nebraska",1967,2541.425833,11844.6454,4.663668344,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,5.995475103,4.122497062
"5930","Corn",36935.65856,"Stanton"," Nebraska",1967,32747.16217,108036.9843,3.301601008,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-11.09893721,3.98769509
"5931","Corn",14463.46485,"Thayer"," Nebraska",1967,13548.8753,90818.43121,6.703630944,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,14.997202,22.02116762
"5932","Corn",18753.13266,"Valley"," Nebraska",1967,16074.11371,66283.78378,4.123862856,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-15.1273198,24.00321113
"5933","Corn",36583.58205,"Washington_NE"," Nebraska",1967,34851.52751,167026.011,4.795481312,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-7.997787603,11.00196462
"5934","Corn",40711.37561,"Wayne_NE"," Nebraska",1967,36150.56842,116095.5598,3.213725696,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-10.19880716,8.557246162
"5935","Corn",6932.265051,"Webster_NE"," Nebraska",1967,5900.316663,28137.06564,4.77037408,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,-0.058377125,24.2204496
"5936","Corn",44851.30973,"York"," Nebraska",1967,42941.19349,276390.4694,6.4337282,1.05,19400,350427000,6455507609,18808800,2.83,99239000,80.79,8.003248203,12.00606367
"5937","Corn",30917.98306,"Adair"," Iowa",1968,30351.42316,160028.4495,5.27251872,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,4.712041912,-19.40928271
"5938","Corn",22581.45883,"Adams_IO"," Iowa",1968,22257.71032,130359.683,5.856261864,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,3.942652362,-18.06167401
"5939","Corn",23714.57863,"Allamakee"," Iowa",1968,21043.65339,119284.6982,5.667957624,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.68259387,-7.424960512
"5940","Corn",34681.55954,"Audubon"," Iowa",1968,30756.10881,151544.4015,4.92729428,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-0.816802802,-18.30314585
"5941","Corn",63414.24013,"Benton"," Iowa",1968,60702.84633,395524.2837,6.515326704,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.19144864,-14.83695652
"5942","Corn",46862.59737,"Black Hawk"," Iowa",1968,44110.735,278525.7061,6.314468848,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.172711575,-13.32335329
"5943","Corn",47550.56296,"Boone_IO"," Iowa",1968,46538.84885,314621.012,6.760122216,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,2.127659563,-12.57440476
"5944","Corn",35369.52513,"Bremer"," Iowa",1968,33184.22266,201635.8464,6.075950144,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-3.890160201,-11.53846154
"5945","Corn",48440.87137,"Buchanan"," Iowa",1968,46538.84885,281319.8537,6.044566104,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-2.25563909,-10.87118392
"5946","Corn",53256.63051,"Buena Vista"," Iowa",1968,50181.01963,323790.8961,6.452558624,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,3.343465054,-7.649122808
"5947","Corn",50261.95676,"Boone_IO"," Iowa",1968,48562.27706,296281.2436,6.101057376,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,3.05958132,-13.02521009
"5948","Corn",48562.27706,"Calhoun"," Iowa",1968,46943.5345,316754.7246,6.7475686,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,1.666666678,-13.85498924
"5949","Corn",54592.09313,"Carroll_IO"," Iowa",1968,49371.64835,311445.8443,6.30819204,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,6.004447736,-11.77240026
"5950","Corn",41763.55828,"Cass_IO"," Iowa",1968,39254.50729,175193.0502,4.462810488,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,4.651162784,-14.07160699
"5951","Corn",56655.98991,"Cedar_IO"," Iowa",1968,55037.24734,368954.4808,6.703630944,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.71428571,-8.735332456
"5952","Corn",49412.11691,"Cerro Gordo"," Iowa",1968,47752.90578,316526.1126,6.628309248,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,1.556101556,-19.88188977
"5953","Corn",50140.55107,"Cherokee"," Iowa",1968,43706.04936,246901.0364,5.6491272,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,4.923325267,-8.425720619
"5954","Corn",37797.63898,"Chickasaw"," Iowa",1968,34802.96523,195945.9459,5.630296776,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-6.852248394,-15.70397113
"5955","Corn",13435.56332,"Clarke"," Iowa",1968,12949.94055,70717.33387,5.46082296,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-0.60240965,-31.40495867
"5956","Corn",48278.99711,"Clay_IO"," Iowa",1968,43706.04936,257595.001,5.893922712,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-0.251466885,-15.26988637
"5957","Corn",45324.79193,"Clayton"," Iowa",1968,43301.36372,258204.6332,5.9629676,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-0.89285716,-3.945111484
"5958","Corn",64749.70275,"Clinton_IO"," Iowa",1968,61916.90326,394482.8287,6.37096012,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,1.875000005,-12.85403051
"5959","Corn",51071.32805,"Crawford_IO"," Iowa",1968,48562.27706,259703.3123,5.347840416,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,3.011093501,-17.30013105
"5960","Corn",46134.16321,"Dallas"," Iowa",1968,44920.10628,261379.8008,5.818601016,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-2.631578955,-16.4222874
"5961","Corn",16551.64277,"Decatur"," Iowa",1968,15782.74005,86974.19223,5.511037424,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-9.535452353,-21.64750955
"5962","Corn",48724.15132,"Delaware"," Iowa",1968,46538.84885,289778.5003,6.226593536,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,4.651162798,-7.880642703
"5963","Corn",29137.36624,"Des Moines"," Iowa",1968,28327.99495,165896.1593,5.856261864,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-11.11111112,-13.87559809
"5964","Corn",31282.20014,"Dickinson"," Iowa",1968,28327.99495,152382.6458,5.379224456,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,3.492884884,-12.85231116
"5965","Corn",39416.38155,"Dubuque"," Iowa",1968,36826.39344,228154.8466,6.195209496,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-0.410677626,-1.116751278
"5966","Corn",34802.96523,"Emmet"," Iowa",1968,33184.22266,222033.1233,6.691077328,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-1.162790691,-12.51271618
"5967","Corn",54794.43595,"Fayette"," Iowa",1968,50990.39092,303723.8366,5.956690792,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-2.51107828,-8.327691268
"5968","Corn",41682.62115,"Floyd"," Iowa",1968,39659.19294,244462.5076,6.163825456,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0,-19.78193146
"5969","Corn",56413.17852,"Franklin_IO"," Iowa",1968,54227.87605,358768.543,6.615755632,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,1.147776188,-14.74006117
"5970","Corn",38728.41596,"Fremont"," Iowa",1968,36826.39344,150248.9331,4.0799252,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-1.77638453,-24.94117647
"5971","Corn",54389.75031,"Greene_IO"," Iowa",1968,52609.13349,337152.0016,6.408620968,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-1.785714283,-13.68015414
"5972","Corn",53985.06467,"Grundy_IO"," Iowa",1968,52609.13349,357295.2652,6.791506256,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,1.199400304,-10.22880215
"5973","Corn",33831.71969,"Guthrie"," Iowa",1968,32374.85138,168868.1162,5.216027448,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.478468879,-17.55424063
"5974","Corn",58112.85822,"Hamilton_IO"," Iowa",1968,57060.67555,390037.594,6.835443912,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-3.203342611,-10.69651742
"5975","Corn",52244.91641,"Hancock_IO"," Iowa",1968,50181.01963,332605.1615,6.628309248,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.697134008,-15.06578946
"5976","Corn",51637.88794,"Hardin"," Iowa",1968,50181.01963,338599.8781,6.7475686,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,5.015673981,-15.49668875
"5977","Corn",49978.67681,"Harrison"," Iowa",1968,48966.96271,276315.7895,5.642850392,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.404858297,-20.68079641
"5978","Corn",34034.06251,"Henry_IO"," Iowa",1968,33588.9083,185328.1853,5.517314232,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-6.064209289,-15.13622603
"5979","Corn",30877.5145,"Howard_IO"," Iowa",1968,27923.30931,135846.3727,4.8645262,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-3.014416785,-14.4618834
"5980","Corn",43058.55233,"Humboldt"," Iowa",1968,41682.62115,278119.2847,6.672246904,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-2.255639095,-13.49593496
"5981","Corn",37676.23329,"Ida"," Iowa",1968,34398.27959,172297.2973,5.008892784,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,4.189044026,-14.50872361
"5982","Corn",38242.79319,"Iowa"," Iowa",1968,36826.39344,221448.8925,6.013182064,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,1.587301579,-20.72147651
"5983","Corn",35045.77661,"Jackson_IO"," Iowa",1968,33588.9083,201559.6423,6.000628448,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,2.771362612,-7.774227908
"5984","Corn",57384.42406,"Jasper_IO"," Iowa",1968,55441.93298,336872.5869,6.075950144,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,2.9619182,-15.64544914
"5985","Corn",22379.11601,"Jefferson_IO"," Iowa",1968,21853.02468,122891.6887,5.624019968,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-0.542495467,-21.22507123
"5986","Corn",42289.64961,"Johnson_IO"," Iowa",1968,41682.62115,256147.1246,6.144995032,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,2.392344508,-14.55437449
"5987","Corn",45365.26049,"Jones"," Iowa",1968,42896.67807,284876.0414,6.640862864,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,4.371097242,-13.23529412
"5988","Corn",37231.07908,"Keokuk"," Iowa",1968,36421.7078,207351.1481,5.693064856,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,4.34782609,-18.94273128
"5989","Corn",92268.32642,"Kossuth"," Iowa",1968,89030.84128,603002.4385,6.772675832,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-2.192982455,-9.631391179
"5990","Corn",34398.27959,"Lee_IO"," Iowa",1968,33184.22266,185785.4095,5.598912736,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,1.176470582,-6.284454243
"5991","Corn",52973.35056,"Linn"," Iowa",1968,50990.39092,334129.242,6.552987552,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,6.95187167,-13.08100931
"5992","Corn",32091.57143,"Louisa"," Iowa",1968,31565.48009,180095.509,5.705618472,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-6.683480473,-16.87631027
"5993","Corn",56494.11565,"Lyon"," Iowa",1968,46538.84885,200695.9967,4.312167096,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,2.43553008,-12.36660389
"5994","Corn",24766.7613,"Madison_IO"," Iowa",1968,23471.76725,132010.7702,5.624019968,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,7.843137286,-28.00000001
"5995","Corn",41035.12412,"Mahaska"," Iowa",1968,39254.50729,225208.291,5.737002512,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,0.591715963,-20.03154574
"5996","Corn",28247.05783,"Marion_IO"," Iowa",1968,27113.93803,147556.391,5.441992536,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-1.146131827,-23.12775329
"5997","Corn",51921.16789,"Marshall_IO"," Iowa",1968,50181.01963,335450.1118,6.68480052,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,2.883865947,-17.80909674
"5998","Corn",40873.24986,"Mitchell"," Iowa",1968,36017.02216,208214.7937,5.780940168,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-2.970297014,-17.68541158
"5999","Corn",52285.38497,"Monona"," Iowa",1968,49776.33399,250889.0469,5.040276824,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,6.037151705,-20.29611351
"6000","Corn",10602.76383,"Monroe_IO"," Iowa",1968,9712.455413,46332.04633,4.77037408,1.07,17200,972710000,6455507609,18808800,2.83,101034000,80.79,-4.580152664,-33.83838381
