X,ITEM,AREAPLANTED,COUNTY,STATE,DATE,AREAHARVESTED,PRODUCTION_Q,YIELD,P_PRICE,CROP_DEN,P_VALUE,EXP_VAL,IMP_VAL,LABOR_EXP,DOM_CONSUMP,LOC,deltay,deltayhat
13378,Corn,36267.92725,Adams_NE, Nebraska,1951,35543.53995,60368.57346,1.701014968,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-1.138138795,16.11816533
13458,Corn,73207.63267,Antelope, Nebraska,1951,71010.18964,124845.5598,1.75750624,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-17.16970701,18.04241434
13538,Corn,57566.5326,Boone_NE, Nebraska,1951,56413.17852,105868.9799,1.876765592,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.769771529,0.986795395
13618,Corn,7871.135741,Box Butte, Nebraska,1951,6689.453666,6311.979272,0.9415212,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,3.239074543,5.534454693
13698,Corn,66242.99277,Buffalo, Nebraska,1951,63592.30182,130656.3707,2.052516216,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.840735527,3.548836028
13778,Corn,51921.16789,Burt, Nebraska,1951,49845.13055,103311.5728,2.07134664,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,4.957131734,3.861410177
13858,Corn,57607.00117,Butler, Nebraska,1951,55304.33986,87739.28063,1.588032424,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-7.516684226,9.030330879
13938,Corn,53883.89326,Cass_NE, Nebraska,1951,52771.00774,89544.04592,1.69473816,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-4.528726995,4.669444237
14018,Corn,68545.65408,Cedar, Nebraska,1951,66489.85101,125299.7358,1.8830424,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,0.95642933,6.42121137
14098,Corn,19368.25484,Chase, Nebraska,1951,18401.05615,16597.49035,0.903860352,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-7.396573371,-6.377151782
14178,Corn,11501.16595,Cherry, Nebraska,1951,10121.18791,8961.085145,0.885029928,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-34.97536945,7.043314493
14258,Corn,41743.32399,Clay_NE, Nebraska,1951,40492.84536,65183.39768,1.606862848,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-10.5962191,11.87635574
14338,Corn,39800.83291,Colfax, Nebraska,1951,39003.6022,91706.4621,2.353803,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,2.907981706,9.741129223
14418,Corn,63232.13159,Cuming, Nebraska,1951,61965.46553,143909.7744,2.32241896,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-6.585599987,7.728902374
14498,Corn,91159.48776,Custer, Nebraska,1951,87513.27013,113617.405,1.299299256,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-7.515759564,1.532497968
14578,Corn,61852.15355,Dawson, Nebraska,1951,60613.81549,159042.8775,2.623705744,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-1.68149699,5.030236392
14658,Corn,48622.97991,Dixon, Nebraska,1951,46676.44197,82034.1394,1.75750624,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.954640034,1.977592946
14738,Corn,53944.59611,Dodge, Nebraska,1951,51787.62163,114511.0242,2.209436416,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.685671419,5.36716467
14818,Corn,29643.22329,Dundy, Nebraska,1951,28752.91488,32144.12721,1.117271824,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.088737193,4.404218912
14898,Corn,45834.69584,Fillmore, Nebraska,1951,44001.46988,65212.60922,1.481326688,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-5.315203964,6.207801971
14978,Corn,27571.2328,Franklin_NE, Nebraska,1951,26191.25476,45844.84861,1.751229432,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,2.407162802,5.220077218
15058,Corn,33698.17343,Furnas, Nebraska,1951,32350.57024,46140.01219,1.424835416,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,0.684520217,14.91857579
15138,Corn,53483.25447,Gage, Nebraska,1951,49739.91228,54025.35054,1.085887784,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.557506052,-5.315947852
15218,Corn,5746.536119,Garfield, Nebraska,1951,5285.194487,7323.714692,1.387174568,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-17.60563379,0
15298,Corn,22965.91019,Gosper, Nebraska,1951,22508.61542,35713.77769,1.588032424,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-1.903083685,16.24334288
15378,Corn,29444.92733,Greeley, Nebraska,1951,28267.29211,47966.36862,1.69473816,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-6.871907637,6.608058621
15458,Corn,43374.20713,Hall, Nebraska,1951,42508.17986,109322.2922,2.57349128,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.612427696,11.13645791
15538,Corn,53313.2865,Hamilton_NE, Nebraska,1951,52244.91641,105220.2296,2.014855368,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-4.713830257,15.74415742
15618,Corn,27611.70137,Harlan, Nebraska,1951,27057.28204,46904.84657,1.732399008,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-10.68444965,8.335979669
15698,Corn,23856.21861,Hayes, Nebraska,1951,22662.39596,22503.04816,0.991735664,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-6.78541137,4.336283216
15778,Corn,14641.52653,Hitchcock, Nebraska,1951,14200.41918,27537.33997,1.939533672,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,5.942509739,7.518573516
15858,Corn,35673.03936,Holt, Nebraska,1951,33888.37568,46796.38285,1.38089776,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-10.16449233,0.765889345
15938,Corn,32981.87984,Howard, Nebraska,1951,31002.96705,38855.92359,1.2553616,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-10.23312885,4.313323933
16018,Corn,30404.0323,Jefferson_NE, Nebraska,1951,28882.41428,38586.41536,1.336960104,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-6.921336352,2.384846028
16098,Corn,18890.72578,Johnson, Nebraska,1951,17377.20148,17451.73745,1.00428928,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,28.27763492,-23.62565444
16178,Corn,32981.87984,Kearney, Nebraska,1951,32322.24224,76657.94554,2.372633424,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,1.828220868,12.53797293
16258,Corn,10489.45185,Keith, Nebraska,1951,9963.360511,18504.87706,1.857935168,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-29.86111114,14.99556349
16338,Corn,7073.905026,Keya Paha, Nebraska,1951,6224.065177,8620.199146,1.387174568,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-39.41647597,5.875227136
16418,Corn,72843.4156,Knox_NE, Nebraska,1951,69929.67897,109862.3247,1.569202,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-9.022222223,12.28945728
16498,Corn,62827.44595,Lancaster, Nebraska,1951,60941.61086,80360.44503,1.31812968,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-0.019323673,0
16578,Corn,50646.40812,Lincoln, Nebraska,1951,48113.076,57777.12863,1.198870328,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-18.29005194,7.591127922
16658,Corn,8623.851035,Logan_NE, Nebraska,1951,8279.868239,7275.96017,0.87875312,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-25.90333177,5.967180499
16738,Corn,59954.17789,Madison_NE, Nebraska,1951,58756.30839,122301.6155,2.083900256,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-6.479918993,7.604590347
16818,Corn,37425.32819,Merrick, Nebraska,1951,36300.30211,75493.29404,2.077623448,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,2.292387539,1.782962799
16898,Corn,8842.381282,Morrill, Nebraska,1951,8490.304773,12153.01768,1.431112224,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-25.85812357,2.823529408
16978,Corn,27720.96649,Nemaha, Nebraska,1951,25778.47541,32422.27189,1.2553616,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,6.204379565,-14.86452896
17058,Corn,38331.82403,Nuckolls, Nebraska,1951,34883.90236,44460.72953,1.274192024,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.058699318,0.456039887
17138,Corn,42160.1502,Otoe, Nebraska,1951,40051.73801,52869.58951,1.31812968,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,9.435592262,-9.526704309
17218,Corn,14305.63745,Pawnee, Nebraska,1951,11444.50996,9338.549075,0.81598504,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,68.26025463,-39.84002725
17298,Corn,19578.69137,Perkins, Nebraska,1951,18991.89719,16742.53201,0.87875312,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-21.76519222,13.16959067
17378,Corn,39019.78962,Phelps, Nebraska,1951,38238.74633,94235.41963,2.466785544,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-3.069902508,10.51002866
17458,Corn,49885.59911,Pierce, Nebraska,1951,48388.26224,94288.50843,1.94581048,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-10.81366107,7.042375807
17538,Corn,68310.9364,Platte, Nebraska,1951,66943.09893,137763.1579,2.058793024,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-10.46800947,13.27338612
17618,Corn,46032.9918,Polk, Nebraska,1951,44191.67213,74882.6458,1.69473816,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-10.39120879,16.63078028
17698,Corn,33439.17461,Richardson, Nebraska,1951,31767.82291,39880.10567,1.2553616,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,23.0061721,-14.46169774
17778,Corn,39048.11762,Saline_NE, Nebraska,1951,35923.94446,50524.79171,1.406004992,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,1.741113046,-4.332738434
17858,Corn,25021.71326,Sarpy, Nebraska,1951,24273.04482,48896.05771,2.014855368,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-6.323791035,9.99822096
17938,Corn,77740.11187,Saunders, Nebraska,1951,75409.12257,146887.3196,1.94581048,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,2.160333153,2.958516461
18018,Corn,9732.689695,Scotts Bluff, Nebraska,1951,8271.774527,25014.22475,3.025421456,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-2.370062369,40.23323615
18098,Corn,50779.95438,Seward, Nebraska,1951,49258.33637,91248.72993,1.85165836,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-9.874083506,2.827173634
18178,Corn,27255.578,Sheridan, Nebraska,1951,23710.53178,22724.54786,0.960351624,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-5.716406821,2.262374708
18258,Corn,29602.75473,Sherman, Nebraska,1951,29011.91369,43519.10181,1.500157112,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-9.692412872,1.908609641
18338,Corn,4233.011817,Sioux, Nebraska,1951,3682.639344,5171.205039,1.406004992,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-25.81261951,6.408952172
18418,Corn,40298.59625,Stanton, Nebraska,1951,39088.58618,83706.05568,2.140391528,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-6.035348465,11.05163376
18498,Corn,32832.14615,Thayer, Nebraska,1951,31516.91781,46672.67832,1.481326688,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,2.354246282,0.271907053
18578,Corn,30456.64143,Valley, Nebraska,1951,29845.56611,52786.52713,1.770059856,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-3.946319435,8.101120361
18658,Corn,38267.07433,Washington_NE, Nebraska,1951,37117.7671,77054.46047,2.077623448,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,0.232656511,11.36497469
18738,Corn,49080.27469,Wayne_NE, Nebraska,1951,48096.88858,96606.38081,2.00857856,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-8.360817958,6.060341057
18818,Corn,32306.05482,Webster, Nebraska,1951,30691.3591,45405.4054,1.481326688,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-4.146310924,0.973943857
18898,Corn,62301.35462,York, Nebraska,1951,61054.92284,112208.6466,1.839104744,1.55,19400,291908000,6455507609,18808800,2.83,86468000,80.79,-7.301071779,7.989618416
27,Corn,38121.3875,Adair, Iowa,1952,37271.54765,136786.2223,3.67193268,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.547770697,8.775981552
120,Corn,27113.93803,Adams, Iowa,1952,26466.441,94416.7852,3.565226944,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.641791021,25.23364486
213,Corn,23552.70438,Allamakee, Iowa,1952,20922.2477,82427.35216,3.941835424,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.859106524,3.928571461
306,Corn,35086.24518,Audubon, Iowa,1952,34519.68528,150121.9264,4.349827944,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.267589371,4.081632642
399,Corn,61471.74905,Benton, Iowa,1952,59933.94361,269990.8555,4.506748144,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.896642535,2.35849057
492,Corn,45081.98054,Black Hawk, Iowa,1952,43139.48946,181619.5895,4.211738168,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.488330339,1.272727275
585,Corn,52487.72779,Boone, Iowa,1952,51678.35651,209154.6434,4.04854116,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,5.705474186,-0.153964591
678,Corn,32617.66276,Bremer, Iowa,1952,29703.92614,112959.7643,3.803745648,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.729528527,2.80612244
771,Corn,44920.10628,Buchanan, Iowa,1952,42411.0553,163584.6373,3.86023692,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.216216236,3.448275848
864,Corn,55401.46442,Buena Vista, Iowa,1952,54187.40749,227342.0037,4.192907744,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.264426587,1.407407407
957,Corn,49735.86543,Butler, Iowa,1952,48319.46568,180095.509,3.728423952,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.183889339,0.737704922
1050,Corn,57101.14411,Calhoun, Iowa,1952,56534.58422,217435.4806,3.847683304,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.693125443,1.877256318
1143,Corn,53499.4419,Carroll, Iowa,1952,52851.94487,218502.3369,4.136416472,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.664145229,-0.226415089
1236,Corn,42532.461,Cass, Iowa,1952,41723.08971,163025.8078,3.910451384,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.425309224,5.310621258
1329,Corn,49209.77409,Cedar, Iowa,1952,48724.15132,245732.5747,5.040276824,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.124999999,4.467353953
1422,Corn,53701.78472,Cerro Gordo, Iowa,1952,50788.0481,201635.8464,3.973219464,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.144687261,6.075139887
1515,Corn,48966.96271,Cherokee, Iowa,1952,47267.28301,198232.0666,4.192907744,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.115702474,0.49833888
1608,Corn,35733.74221,Chickasaw, Iowa,1952,31039.38876,103840.6828,3.345538664,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,5.662514153,-2.430939219
1701,Corn,20517.56206,Clarke, Iowa,1952,19708.19078,56314.77342,2.85594764,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,-0.591715963,19.5754717
1794,Corn,52123.51072,Clay, Iowa,1952,50990.39092,209053.038,4.098755624,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.270186331,0.94043889
1887,Corn,35531.39939,Clayton, Iowa,1952,32860.47415,136252.7941,4.148970088,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.227790409,5.023923453
1980,Corn,57627.23545,Clinton, Iowa,1952,56615.52134,255613.6964,4.513024952,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.370786512,4.475421868
2073,Corn,56332.24139,Crawford, Iowa,1952,55563.33867,219137.3704,3.941835424,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,5.890804605,-1.971830989
2166,Corn,52690.07061,Dallas, Iowa,1952,51476.01369,193253.4038,3.753531184,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.23041476,0.076863943
2259,Corn,21853.02468,Decatur, Iowa,1952,21245.99622,58092.8673,2.736688288,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,-2.222222219,17.39130436
2352,Corn,41642.15258,Delaware, Iowa,1952,38526.07314,148521.6419,3.853960112,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.846452867,3.313253014
2445,Corn,25818.94397,Des Moines, Iowa,1952,25050.04125,105212.3552,4.199184552,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.194357371,3.739837369
2538,Corn,33103.28553,Dickinson, Iowa,1952,32172.50855,116033.3266,3.6091646,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,7.579462098,1.867995008
2631,Corn,31808.29148,Dubuque, Iowa,1952,30108.61178,133484.048,4.431426448,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.763358762,4.105960262
2724,Corn,37352.48478,Emmet, Iowa,1952,36381.23923,145219.4676,3.992049888,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.825568781,5.125284738
2817,Corn,47833.84291,Fayette, Iowa,1952,44029.79787,158682.1784,3.602887792,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.384094757,2.072538857
2910,Corn,45567.60331,Floyd, Iowa,1952,43179.95802,174964.4381,4.054817968,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.486678512,4.841713223
3003,Corn,58719.88668,Franklin, Iowa,1952,55765.6815,229094.6962,4.105032432,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.135079267,2.111189292
3096,Corn,52730.53918,Fremont, Iowa,1952,51759.29364,167826.6612,3.245109736,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,16.19339985,14.70070424
3189,Corn,60298.16069,Greene, Iowa,1952,59691.13222,235927.657,3.95438904,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.208053681,2.687801526
3282,Corn,47064.94019,Grundy, Iowa,1952,46660.25455,220890.063,4.732713232,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.009458302,4.025044723
3375,Corn,41884.96397,Guthrie, Iowa,1952,41520.74689,153195.4887,3.690763104,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.057970997,3.0876494
3468,Corn,60217.22356,Hamilton, Iowa,1952,58962.69807,233768.543,3.966942656,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.569892478,0.676589983
3561,Corn,55482.40155,Hancock, Iowa,1952,52811.47631,220229.6281,4.167800512,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.303428138,3.785011372
3654,Corn,53985.06467,Hardin, Iowa,1952,52487.72779,223938.2239,4.26822944,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.722638688,1.599390711
3747,Corn,64061.73716,Harrison, Iowa,1952,63130.96018,211897.9882,3.35809228,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.31711939,2.063185034
3840,Corn,30391.89173,Henry, Iowa,1952,29501.58332,116084.1292,3.935558616,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.532623179,8.213256482
3933,Corn,33507.97117,Howard, Iowa,1952,29582.52044,95636.04958,3.23255612,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.449275361,3.889585945
4026,Corn,44879.63772,Humboldt, Iowa,1952,43908.39218,185226.58,4.218014976,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.246167714,5.318138661
4119,Corn,38040.45037,Ida, Iowa,1952,37757.17042,158631.3757,4.199184552,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.617021267,-1.673640148
4212,Corn,43382.30084,Iowa, Iowa,1952,42653.86669,187817.5168,4.406319216,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.23880599,4.381694256
4305,Corn,29582.52044,Jackson, Iowa,1952,28935.02342,119995.9358,4.148970088,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.504787974,3.541076468
4398,Corn,56777.3956,Jasper, Iowa,1952,56048.96144,235597.4395,4.20546136,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.062722736,4.467609823
4491,Corn,25738.00684,Jefferson, Iowa,1952,25252.38407,88650.68075,3.508735672,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0,5.823627255
4584,Corn,46579.31742,Johnson, Iowa,1952,45405.72905,204455.3952,4.500471336,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.434404863,5.985267048
4677,Corn,38687.94739,Jones, Iowa,1952,36704.98775,165235.7244,4.500471336,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.196652723,4.939626785
4770,Corn,40630.43848,Keokuk, Iowa,1952,40023.41001,151341.1908,3.778638416,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.494023896,7.609860665
4863,Corn,95991.43433,Kossuth, Iowa,1952,93401.44622,372586.8726,3.992049888,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,5.269814547,0.850340131
4956,Corn,23593.17294,Lee, Iowa,1952,23026.61304,74832.35115,3.251386544,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.602058325,5.807622481
5049,Corn,53823.19041,Linn, Iowa,1952,51799.7622,210831.1319,4.067371584,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.233082704,4.806934579
5142,Corn,28327.99495,Louisa, Iowa,1952,27437.68654,110648.2422,4.029710736,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.857142879,4.477611916
5235,Corn,54025.53323,Lyon, Iowa,1952,52568.66492,171509.8557,3.26394016,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.966292149,-0.890868596
5328,Corn,33143.7541,Madison, Iowa,1952,32253.44568,115220.4836,3.571503752,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.732600716,8.620689674
5421,Corn,43948.86074,Mahaska, Iowa,1952,43341.83228,173186.3442,3.998326696,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.578268881,10.81632651
5514,Corn,36664.51918,Marion, Iowa,1952,35612.33651,128784.7998,3.615441408,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.317880799,14.24968472
5607,Corn,50423.83102,Marshall, Iowa,1952,49290.71122,232015.8504,4.707606,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.25361155,4.093567258
5700,Corn,41804.02684,Mitchell, Iowa,1952,38121.3875,154262.345,4.04854116,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,7.163601156,6.057494869
5793,Corn,56736.92704,Monona, Iowa,1952,52123.51072,159063.1985,3.050528688,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,8.701854485,-1.614035076
5886,Corn,15944.6143,Monroe, Iowa,1952,15094.77445,44020.52428,2.91871572,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.091370551,10.36414561
5979,Corn,35936.08503,Montgomery, Iowa,1952,35086.24518,135109.7338,3.847683304,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.756756747,14.1388175
6072,Corn,32941.41128,Muscatine, Iowa,1952,32293.91425,136989.433,4.243122208,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.597051582,6.127770539
6165,Corn,52487.72779,O'Brien, Iowa,1952,51192.73374,210221.4997,4.105032432,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.245181203,2.854877078
6258,Corn,37231.07908,Osceola, Iowa,1952,36543.11349,132391.7903,3.621718216,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,8.58695654,1.321585901
6351,Corn,42694.33525,Page, Iowa,1952,41884.96397,149766.3077,3.57778056,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.161137454,20.02275312
6444,Corn,56696.45847,Palo Alto, Iowa,1952,55927.55575,219721.6013,3.929281808,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.49750179,3.931750735
6537,Corn,81746.49972,Plymouth, Iowa,1952,80249.16285,281497.6631,3.508735672,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.910891097,1.050525252
6630,Corn,58558.01243,Pocahontas, Iowa,1952,57950.98396,229170.9002,3.95438904,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,6.012439517,0.277200283
6723,Corn,44353.54639,Polk, Iowa,1952,43544.1751,169401.5444,3.89162096,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.562043793,-0.454132604
6816,Corn,45527.13475,Poweshiek, Iowa,1952,45001.04341,194955.2936,4.33099752,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.177777781,5.042016812
6909,Corn,25009.57269,Ringgold, Iowa,1952,24038.32715,67008.73806,2.786902752,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,0.809061484,13.81215471
7002,Corn,52892.41344,Sac, Iowa,1952,51718.82507,217232.2699,4.199184552,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,3.289977044,0.384024594
7095,Corn,36097.95928,Scott, Iowa,1952,35167.18231,161603.3327,4.594623456,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.457399118,6.064209259
7188,Corn,53418.50477,Shelby, Iowa,1952,52932.882,236638.8945,4.469087296,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,5.606060602,-2.294596594
7281,Corn,75554.8094,Sioux, Iowa,1952,72519.66708,282869.3355,3.897897768,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,5.570433852,0.160944202
7374,Corn,60500.50351,Story, Iowa,1952,59448.32084,263005.4867,4.42514964,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.341137128,5.504587157
7467,Corn,54875.37308,Tama, Iowa,1952,54227.87605,251066.8563,4.632284304,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,4.572271384,2.108433739
7560,Corn,33062.81697,Taylor, Iowa,1952,31889.22861,95026.41739,2.9814838,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,1.223990201,51.85873607
7653,Corn,23390.83012,Union, Iowa,1952,22702.86453,70920.5446,3.125850384,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,-0.173010405,18.20040902
7746,Corn,16996.79697,Van Buren, Iowa,1952,16592.11133,55374.92379,3.339261856,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,-3.809523825,3.194103164
7839,Corn,33305.62835,Warren, Iowa,1952,32334.38281,109352.7738,3.383199512,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,2.551640345,10.61827956
7932,Corn,45891.35183,Washington, Iowa,1952,44677.2949,181060.76,4.054817968,1.5,13600,979593000,6455507609,18808800,2.83,86468000,80.79,-0.088183434,7.082152983
