,ITEM,AREA_PLANTED,COUNTY,STATE,DATE,AREAHARVESTED,PRODUCTION_Q,YIELD,P_PRICE,CROP_DEN,P_VALUE,EXP_VAL,IMP_VAL,LABOR_EXP,DOM_CONSUMP,LOC,deltay,deltayhat
10830,Corn,48036.18573,Cass, Iowa,1960,47145.87732,198562.2841,4.211738168,0.97,NA,749365000,NA,NA,NA,86468000,NA,-7850.90146,1578.27401
10923,Corn,59853.00648,Cedar_IA, Iowa,1960,58112.85822,263716.7242,4.538132184,0.97,NA,749365000,NA,NA,NA,86468000,NA,-4815.75914,2428.11385
11016,Corn,66813.59953,Cerro Gordo, Iowa,1960,64466.4228,266663.2798,4.136416472,0.97,NA,749365000,NA,NA,NA,86468000,NA,-16511.1742,-2225.77103
11109,Corn,62685.80598,Cherokee, Iowa,1960,59084.10376,264046.9417,4.469087296,0.97,NA,749365000,NA,NA,NA,86468000,NA,-11938.22645,404.68565
11202,Corn,46336.50603,Chickasaw, Iowa,1960,42451.52387,144432.026,3.402029936,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8943.55269,-1173.58836
11295,Corn,19424.91083,Clarke, Iowa,1960,18817.88236,56340.17476,2.994037416,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5422.78761,1173.58837
11388,Corn,62442.99459,Clay, Iowa,1960,60298.16069,246011.9894,4.0799252,0.97,NA,749365000,NA,NA,NA,86468000,NA,-13759.31183,-728.43416
11481,Corn,41237.46694,Clayton, Iowa,1960,37959.51324,139631.1725,3.678209488,0.97,NA,749365000,NA,NA,NA,86468000,NA,-2063.89678,-1294.99406
11574,Corn,71103.26733,Clinton_IA, Iowa,1960,68594.21635,309566.1451,4.513024952,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5503.72473,445.1542
11667,Corn,66166.1025,Crawford_IA, Iowa,1960,64749.70275,285714.2857,4.412596024,0.97,NA,749365000,NA,NA,NA,86468000,NA,-15013.83733,1375.93118
11760,Corn,58031.92109,Dallas, Iowa,1960,57060.67555,237096.1187,4.155246896,0.97,NA,749365000,NA,NA,NA,86468000,NA,-15135.24302,1659.21113
11853,Corn,21043.65339,Decatur, Iowa,1960,19991.47072,55578.13452,2.780625944,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5787.00468,1214.05692
11946,Corn,51314.13943,Delaware, Iowa,1960,48198.05999,182432.4324,3.784915224,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5099.03909,-526.09134
12039,Corn,31241.73158,Des Moines, Iowa,1960,29825.33183,120199.1465,4.029710736,0.97,NA,749365000,NA,NA,NA,86468000,NA,-3075.61088,-930.77697
12132,Corn,42775.27238,Dickinson, Iowa,1960,41075.59268,158555.1717,3.86023692,0.97,NA,749365000,NA,NA,NA,86468000,NA,-10966.9809,647.49703
12225,Corn,38768.88452,Dubuque, Iowa,1960,36583.58205,159139.4026,4.349827944,0.97,NA,749365000,NA,NA,NA,86468000,NA,-2387.64529,445.1542
12318,Corn,44596.35777,Emmet, Iowa,1960,43058.55233,172703.7188,4.010880312,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8700.74131,-2347.17673
12411,Corn,60824.25202,Fayette, Iowa,1960,56979.73842,205649.2583,3.6091646,0.97,NA,749365000,NA,NA,NA,86468000,NA,-11614.47793,-607.02847
12504,Corn,56413.17852,Floyd, Iowa,1960,53499.4419,212558.4231,3.973219464,0.97,NA,749365000,NA,NA,NA,86468000,NA,-13192.75193,-1821.08539
12597,Corn,74421.6896,Franklin, Iowa,1960,71588.89011,288940.256,4.035987544,0.97,NA,749365000,NA,NA,NA,86468000,NA,-13799.7804,1214.05693
12690,Corn,59084.10376,Fremont, Iowa,1960,57627.23545,234759.1953,4.073648392,0.97,NA,749365000,NA,NA,NA,86468000,NA,-18332.25959,2023.42821
12783,Corn,67865.7822,Greene_IA, Iowa,1960,66975.47378,293842.7149,4.387488792,0.97,NA,749365000,NA,NA,NA,86468000,NA,-17887.10539,3197.01658
12876,Corn,58558.01243,Grundy_IA, Iowa,1960,57505.82976,259169.8842,4.506748144,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8538.86705,485.62277
12969,Corn,43018.08377,Guthrie, Iowa,1960,42370.58674,162771.7943,3.841406496,0.97,NA,749365000,NA,NA,NA,86468000,NA,-10117.14106,849.83985
13062,Corn,70941.39308,Hamilton, Iowa,1960,69727.33615,313376.3463,4.494194528,0.97,NA,749365000,NA,NA,NA,86468000,NA,-13273.68907,-283.27995
13155,Corn,67784.84507,Hancock_IA, Iowa,1960,63697.52008,228688.2747,3.590334176,0.97,NA,749365000,NA,NA,NA,86468000,NA,-14325.87174,-121.40569
13248,Corn,66166.1025,Hardin, Iowa,1960,64871.10844,280151.392,4.318443904,0.97,NA,749365000,NA,NA,NA,86468000,NA,-12464.31778,1011.71411
13341,Corn,72034.04431,Harrison, Iowa,1960,70658.11313,271438.732,3.841406496,0.97,NA,749365000,NA,NA,NA,86468000,NA,-19870.06503,3601.70221
13434,Corn,35329.05656,Henry_IA, Iowa,1960,33872.18825,117150.9856,3.458521208,0.97,NA,749365000,NA,NA,NA,86468000,NA,-4370.60493,40.46856
13527,Corn,39335.44442,Howard_IA, Iowa,1960,33791.25112,84002.23532,2.485615968,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5706.06755,-3197.01658
13620,Corn,50909.45379,Humboldt, Iowa,1960,49776.33399,214641.3331,4.312167096,0.97,NA,749365000,NA,NA,NA,86468000,NA,-9671.98685,-2104.36534
13713,Corn,44677.2949,Ida, Iowa,1960,43948.86074,204404.5926,4.651114728,0.97,NA,749365000,NA,NA,NA,86468000,NA,-9024.48982,-1214.05693
13806,Corn,48845.55701,Iowa, Iowa,1960,47064.94019,188477.9516,4.004603504,0.97,NA,749365000,NA,NA,NA,86468000,NA,-6272.62745,-526.09134
13899,Corn,35895.61646,Jackson_IA, Iowa,1960,34722.0281,147988.2138,4.261952632,0.97,NA,749365000,NA,NA,NA,86468000,NA,-3480.29652,849.83985
13992,Corn,66044.69681,Jasper_IA, Iowa,1960,64790.17132,273293.0299,4.218014976,0.97,NA,749365000,NA,NA,NA,86468000,NA,-9145.89552,3237.48514
14085,Corn,28206.58926,Jefferson, Iowa,1960,26911.59521,78032.92014,2.899885296,0.97,NA,749365000,NA,NA,NA,86468000,NA,-3601.70221,-80.93713
14178,Corn,49452.58548,Johnson_IA, Iowa,1960,47631.50009,186268.0349,3.910451384,0.97,NA,749365000,NA,NA,NA,86468000,NA,-6474.97028,-768.90272
14271,Corn,49290.71122,Jones, Iowa,1960,46984.00306,210577.1185,4.481640912,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5220.44478,-526.09133
14364,Corn,45324.79193,Keokuk, Iowa,1960,44151.20356,156294.4523,3.540119712,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8134.18141,647.49703
14457,Corn,110317.3061,Kossuth, Iowa,1960,106553.7296,423364.1536,3.973219464,0.97,NA,749365000,NA,NA,NA,86468000,NA,-21610.21333,-3480.2965
14550,Corn,31484.54296,Lee_IA, Iowa,1960,27478.15511,74679.9431,2.717857864,0.97,NA,749365000,NA,NA,NA,86468000,NA,-3075.61088,-161.87426
14643,Corn,63778.45721,Linn, Iowa,1960,61026.59484,242862.2231,3.979496272,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8538.86705,1254.52549
14736,Corn,34600.62241,Louisa, Iowa,1960,33507.97117,114407.6407,3.414583552,0.97,NA,749365000,NA,NA,NA,86468000,NA,-3804.04504,323.74852
14829,Corn,67663.43938,Lyon, Iowa,1960,64223.61142,241058.7279,3.753531184,0.97,NA,749365000,NA,NA,NA,86468000,NA,-10926.51234,-364.21707
14922,Corn,35693.27364,Madison, Iowa,1960,34560.15384,139275.5537,4.029710736,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8538.86705,2185.30247
15015,Corn,47995.71716,Mahaska, Iowa,1960,46579.31742,170747.8155,3.665655872,0.97,NA,749365000,NA,NA,NA,86468000,NA,-2873.26805,-1821.08539
15108,Corn,37635.76472,Marion_IA, Iowa,1960,35895.61646,128886.4052,3.590334176,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5018.10196,242.81138
15201,Corn,59610.1951,Marshall_IA, Iowa,1960,57748.64114,258077.6265,4.469087296,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8376.9928,242.81139
15294,Corn,51556.95082,Mitchell, Iowa,1960,46700.72311,177047.3481,3.791192032,0.97,NA,749365000,NA,NA,NA,86468000,NA,-6798.71879,-2104.36534
15387,Corn,71224.67303,Monona, Iowa,1960,67582.50225,235013.2087,3.477351632,0.97,NA,749365000,NA,NA,NA,86468000,NA,-19991.47073,8255.5871
15480,Corn,15904.14574,Monroe_IA, Iowa,1960,14244.93461,40337.32981,2.830840408,0.97,NA,749365000,NA,NA,NA,86468000,NA,-2185.30247,809.37129
15573,Corn,41318.40407,Montgomery_IA, Iowa,1960,40306.68996,161908.1487,4.01715712,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8215.11854,2994.67375
15666,Corn,39052.16447,Muscatine, Iowa,1960,37554.8276,142374.5174,3.791192032,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5503.72473,323.74851
15759,Corn,64709.23419,O'Brien, Iowa,1960,62281.12033,277560.4552,4.45653368,0.97,NA,749365000,NA,NA,NA,86468000,NA,-10359.95244,-1254.52549
15852,Corn,46376.9746,Osceola, Iowa,1960,44515.42064,176590.124,3.966942656,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8862.61557,-1456.86831
15945,Corn,49573.99117,Page, Iowa,1960,48036.18573,191754.7246,3.992049888,0.97,NA,749365000,NA,NA,NA,86468000,NA,-13556.96901,5220.44478
16038,Corn,66166.1025,Palo Alto, Iowa,1960,64628.29706,260439.9512,4.029710736,0.97,NA,749365000,NA,NA,NA,86468000,NA,-15904.14574,-1780.61683
16131,Corn,99512.19942,Plymouth, Iowa,1960,90487.7096,290235.7244,3.207448888,0.97,NA,749365000,NA,NA,NA,86468000,NA,-16956.32841,1659.21114
16224,Corn,65073.45127,Pocahontas, Iowa,1960,63616.58295,265952.0423,4.180354128,0.97,NA,749365000,NA,NA,NA,86468000,NA,-12707.12917,-1780.61682
16317,Corn,47145.87732,Polk_IA, Iowa,1960,45931.82039,182203.8204,3.966942656,0.97,NA,749365000,NA,NA,NA,86468000,NA,-11290.72942,1173.58837
16410,Corn,51354.608,Poweshiek, Iowa,1960,50019.14538,209103.8407,4.180354128,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8457.92993,1011.71411
16503,Corn,26304.56674,Ringgold, Iowa,1960,24523.94992,68964.64133,2.812009984,0.97,NA,749365000,NA,NA,NA,86468000,NA,-6555.9074,1335.46262
16596,Corn,62888.1488,Sac, Iowa,1960,60783.78346,294909.5712,4.851972584,0.97,NA,749365000,NA,NA,NA,86468000,NA,-11088.3866,566.5599
16689,Corn,45486.66618,Scott, Iowa,1960,43908.39218,190154.4401,4.33099752,0.97,NA,749365000,NA,NA,NA,86468000,NA,-2509.05098,80.93713
16782,Corn,65113.91983,Shelby_IA, Iowa,1960,63940.33147,309439.1384,4.839418968,0.97,NA,749365000,NA,NA,NA,86468000,NA,-12504.78634,2873.26806
16875,Corn,99876.41649,Sioux_IA, Iowa,1960,94008.47468,408326.5596,4.343551136,0.97,NA,749365000,NA,NA,NA,86468000,NA,-14325.87173,2711.3938
16968,Corn,67987.18789,Story, Iowa,1960,66247.03963,279008.3316,4.211738168,0.97,NA,749365000,NA,NA,NA,86468000,NA,-15418.52297,-364.21708
17061,Corn,64668.76562,Tama, Iowa,1960,63292.83444,288025.8078,4.5506858,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8741.20987,1497.33687
17154,Corn,31565.48009,Taylor, Iowa,1960,30513.29742,95178.82544,3.119573576,0.97,NA,749365000,NA,NA,NA,86468000,NA,-9024.48982,1861.55395
17247,Corn,24685.82417,Union, Iowa,1960,23876.45289,81385.89717,3.408306744,0.97,NA,749365000,NA,NA,NA,86468000,NA,-6879.65591,1375.93118
17340,Corn,19951.00216,Van Buren, Iowa,1960,18898.81949,51717.13066,2.736688288,0.97,NA,749365000,NA,NA,NA,86468000,NA,-2225.77103,607.02846
17433,Corn,36421.7078,Warren_IA, Iowa,1960,34883.90236,121748.6283,3.489905248,0.97,NA,749365000,NA,NA,NA,86468000,NA,-8862.61557,3601.70222
17526,Corn,51678.35651,Washington, Iowa,1960,49654.9283,174227.7992,3.508735672,0.97,NA,749365000,NA,NA,NA,86468000,NA,-5706.06756,526.09134
17619,Corn,25940.34967,Wayne, Iowa,1960,25333.3212,79353.78988,3.132127192,0.97,NA,749365000,NA,NA,NA,86468000,NA,-6029.81607,1659.21114
17712,Corn,73774.19257,Webster_IA, Iowa,1960,72802.94703,313020.7275,4.29961348,0.97,NA,749365000,NA,NA,NA,86468000,NA,-15863.67717,-1537.80544
17805,Corn,47752.90578,Winnebago_IA, Iowa,1960,45891.35183,184362.9344,4.01715712,0.97,NA,749365000,NA,NA,NA,86468000,NA,-10926.51234,-2832.7995
17898,Corn,44920.10628,Winneshiek, Iowa,1960,39861.53576,139605.7712,3.502458864,0.97,NA,749365000,NA,NA,NA,86468000,NA,-3925.45073,-161.87426
17991,Corn,89516.46405,Woodbury, Iowa,1960,86683.66456,325365.7793,3.753531184,0.97,NA,749365000,NA,NA,NA,86468000,NA,-18817.88236,4046.85642
18084,Corn,42977.6152,Worth, Iowa,1960,40751.84417,154236.9437,3.784915224,0.97,NA,749365000,NA,NA,NA,86468000,NA,-9145.89551,-3844.5136
18177,Corn,68594.21635,Wright, Iowa,1960,67015.94235,264580.3698,3.948112232,0.97,NA,749365000,NA,NA,NA,86468000,NA,-13476.03188,-1659.21114
4009,Corn,23504.1421,Adams_NE, Nebraska,1961,22642.16168,100467.3847,4.437703256,1.11,NA,305685000,NA,NA,NA,90164000,NA,-5248.77278,-5038.33624
4089,Corn,54701.35826,Antelope, Nebraska,1961,52908.60086,144050.4979,2.724134672,1.11,NA,305685000,NA,NA,NA,90164000,NA,2322.89558,-8037.05685
4169,Corn,43722.23678,Boone_NE, Nebraska,1961,42261.32161,119069.5489,2.818286792,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1570.18029,-13447.70389
4249,Corn,3783.810755,Box Butte, Nebraska,1961,2043.662493,7507.620402,3.67193268,1.11,NA,305685000,NA,NA,NA,90164000,NA,445.154206,-1379.978039
4329,Corn,50286.2379,Buffalo, Nebraska,1961,48024.04516,177820.3109,3.70331672,1.11,NA,305685000,NA,NA,NA,90164000,NA,-3812.13875,-10517.77984
4409,Corn,48582.51135,Burt, Nebraska,1961,46822.1288,190773.4708,4.073648392,1.11,NA,305685000,NA,NA,NA,90164000,NA,-639.40332,-13961.65465
4489,Corn,49513.28832,Butler_NE, Nebraska,1961,48627.02677,153391.8411,3.157234424,1.11,NA,305685000,NA,NA,NA,90164000,NA,-4095.4187,-12306.49038
4569,Corn,44122.87557,Cass_NE, Nebraska,1961,43418.72255,150547.3989,3.464798016,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1910.11623,-9259.20749
4649,Corn,59772.06935,Cedar_NE, Nebraska,1961,55433.83927,141615.0173,2.554660856,1.11,NA,305685000,NA,NA,NA,90164000,NA,2112.45906,-8708.83502
4729,Corn,11889.66417,Chase, Nebraska,1961,11209.79229,22640.2154,2.021132176,1.11,NA,305685000,NA,NA,NA,90164000,NA,-938.87069,-6139.08119
4809,Corn,4686.259737,Cherry, Nebraska,1961,4237.058674,3762.192644,0.885029928,1.11,NA,305685000,NA,NA,NA,90164000,NA,174.014826,-530.138191
4889,Corn,27437.68654,Clay_NE, Nebraska,1961,26454.30043,113499.0347,4.293336672,1.11,NA,305685000,NA,NA,NA,90164000,NA,-8231.30596,-5782.95783
4969,Corn,36421.7078,Colfax, Nebraska,1961,35575.91481,119907.0311,3.370645896,1.11,NA,305685000,NA,NA,NA,90164000,NA,40.46856,-6511.39198
5049,Corn,58501.35644,Cuming, Nebraska,1961,55539.05754,193243.2432,3.477351632,1.11,NA,305685000,NA,NA,NA,90164000,NA,1408.30603,-7656.65235
5129,Corn,53608.70702,Custer, Nebraska,1961,51006.57834,132386.964,2.598598512,1.11,NA,305685000,NA,NA,NA,90164000,NA,-5892.22295,-16725.65759
5209,Corn,52827.66373,Dawson, Nebraska,1961,47841.93662,219414.7531,4.588346648,1.11,NA,305685000,NA,NA,NA,90164000,NA,-7737.58948,-11962.50759
5289,Corn,38857.91536,Dixon, Nebraska,1961,36931.61171,93055.78134,2.517000008,1.11,NA,305685000,NA,NA,NA,90164000,NA,2250.05217,-6470.92342
5369,Corn,52969.30371,Dodge, Nebraska,1961,51949.49589,198248.8315,3.816299264,1.11,NA,305685000,NA,NA,NA,90164000,NA,1250.47863,-7943.97915
5449,Corn,19267.08343,Dundy, Nebraska,1961,18405.10301,28366.94777,1.544094768,1.11,NA,305685000,NA,NA,NA,90164000,NA,-2432.16071,-7640.46492
5529,Corn,34114.99964,Fillmore, Nebraska,1961,32828.0993,126435.6838,3.853960112,1.11,NA,305685000,NA,NA,NA,90164000,NA,-6195.73718,-6029.81607
5609,Corn,12735.45716,Franklin_NE, Nebraska,1961,11954.41387,48228.00244,4.035987544,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1023.85467,-3565.28051
5689,Corn,17186.99922,Furnas, Nebraska,1961,15944.6143,54308.06746,3.408306744,1.11,NA,305685000,NA,NA,NA,90164000,NA,-938.87069,-2569.75383
5769,Corn,41018.93669,Gage, Nebraska,1961,40063.87858,89688.07153,2.240820456,1.11,NA,305685000,NA,NA,NA,90164000,NA,1857.5071,-11545.68138
5849,Corn,3828.326175,Garfield, Nebraska,1961,3565.280508,10733.33672,3.01286784,1.11,NA,305685000,NA,NA,NA,90164000,NA,56.65599,-955.058116
5929,Corn,11638.75907,Gosper, Nebraska,1961,10926.51234,37981.60943,3.477351632,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1242.38492,-3184.876
6009,Corn,20825.12315,Greeley, Nebraska,1961,19400.62969,44962.40601,2.316142152,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1035.99525,-4253.2461
6089,Corn,44916.05943,Hall, Nebraska,1961,42467.71129,193961.0851,4.569516224,1.11,NA,305685000,NA,NA,NA,90164000,NA,-2573.80069,-8461.97678
6169,Corn,44620.63891,Hamilton_NE, Nebraska,1961,42957.38092,192845.7122,4.48791772,1.11,NA,305685000,NA,NA,NA,90164000,NA,-6499.25141,-12375.28694
6249,Corn,11772.30533,Harlan, Nebraska,1961,11076.24603,34976.88478,3.157234424,1.11,NA,305685000,NA,NA,NA,90164000,NA,-785.09014,-2630.45668
6329,Corn,14803.40079,Hayes, Nebraska,1961,13374.86047,17827.93131,1.330683296,1.11,NA,305685000,NA,NA,NA,90164000,NA,-558.46618,-5633.22414
6409,Corn,12387.42751,Hitchcock, Nebraska,1961,10566.34212,32683.14367,3.094466344,1.11,NA,305685000,NA,NA,NA,90164000,NA,-926.73012,-4657.93174
6489,Corn,25487.10175,Holt, Nebraska,1961,23192.53415,53115.98252,2.29103492,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1197.86951,-2549.51954
6569,Corn,22075.60178,Howard_NE, Nebraska,1961,20889.87285,54655.55781,2.617428936,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1003.62039,-5086.89852
6649,Corn,15580.39722,Jefferson_NE, Nebraska,1961,15155.4773,37634.88112,2.485615968,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1011.7141,-5184.02308
6729,Corn,17858.77739,Johnson_NE, Nebraska,1961,17433.85747,52107.29526,2.987760608,1.11,NA,305685000,NA,NA,NA,90164000,NA,611.07532,-5175.92936
6809,Corn,26543.33127,Kearney, Nebraska,1961,25620.64801,110449.6037,4.312167096,1.11,NA,305685000,NA,NA,NA,90164000,NA,-2840.89321,-7927.79173
6889,Corn,7069.858169,Keith, Nebraska,1961,6288.81488,26344.23897,4.186630936,1.11,NA,305685000,NA,NA,NA,90164000,NA,-449.201063,-1505.430589
6969,Corn,2383.598433,Keya Paha, Nebraska,1961,2007.240785,2889.656574,1.437389032,1.11,NA,305685000,NA,NA,NA,90164000,NA,-198.295965,-760.809007
7049,Corn,54685.17083,Knox_NE, Nebraska,1961,51730.96564,128915.1087,2.491892776,1.11,NA,305685000,NA,NA,NA,90164000,NA,3694.77991,-6094.56577
7129,Corn,37097.53282,Lancaster, Nebraska,1961,36259.83354,102453.7696,2.8245636,1.11,NA,305685000,NA,NA,NA,90164000,NA,-4398.93293,-12573.5829
7209,Corn,26506.90956,Lincoln, Nebraska,1961,24560.37163,78936.69986,3.213725696,1.11,NA,305685000,NA,NA,NA,90164000,NA,-562.51304,-10720.12267
7289,Corn,4168.262115,Logan_NE, Nebraska,1961,4022.575283,7688.477951,1.91442644,1.11,NA,305685000,NA,NA,NA,90164000,NA,299.467375,-2019.381354
7369,Corn,50937.78178,Madison_NE, Nebraska,1961,49671.11572,158282.3613,3.188618464,1.11,NA,305685000,NA,NA,NA,90164000,NA,955.05812,-6814.90622
7449,Corn,34871.76179,Merrick, Nebraska,1961,33244.92551,135802.6824,4.086202008,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1691.58599,-9162.08294
7529,Corn,7620.230643,Morrill, Nebraska,1961,6564.001116,28430.19711,4.33099752,1.11,NA,305685000,NA,NA,NA,90164000,NA,607.028463,-433.013637
7609,Corn,29525.86445,Nemaha, Nebraska,1961,28850.03943,97898.54704,3.395753128,1.11,NA,305685000,NA,NA,NA,90164000,NA,16.18743,-8466.02364
7689,Corn,14908.61906,Nuckolls, Nebraska,1961,14269.21574,52384.67791,3.67193268,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1238.33807,-3140.36058
7769,Corn,43111.16146,Otoe, Nebraska,1961,42508.17986,125552.7332,2.956376568,1.11,NA,305685000,NA,NA,NA,90164000,NA,125.45255,-11942.2733
7849,Corn,17344.82662,Pawnee, Nebraska,1961,17069.64039,42857.14286,2.5107232,1.11,NA,305685000,NA,NA,NA,90164000,NA,-214.48339,-4552.71348
7929,Corn,5443.021888,Perkins, Nebraska,1961,4759.103152,8359.581386,1.75750624,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1137.166655,-2326.942442
8009,Corn,36073.67815,Phelps, Nebraska,1961,34216.17105,144804.9177,4.230568592,1.11,NA,305685000,NA,NA,NA,90164000,NA,-4500.10435,-4880.50884
8089,Corn,44248.32812,Pierce, Nebraska,1961,42929.05292,135002.7941,3.144680808,1.11,NA,305685000,NA,NA,NA,90164000,NA,878.16784,-6774.43765
8169,Corn,57149.70639,Platte, Nebraska,1961,55162.69989,155361.4611,2.818286792,1.11,NA,305685000,NA,NA,NA,90164000,NA,-3265.81313,-16705.42331
8249,Corn,33997.6408,Polk_NE, Nebraska,1961,32985.9267,128374.8222,3.89162096,1.11,NA,305685000,NA,NA,NA,90164000,NA,-6980.82733,-11610.43108
8329,Corn,37999.9818,Richardson, Nebraska,1961,36794.01859,122402.9669,3.32670824,1.11,NA,305685000,NA,NA,NA,90164000,NA,534.18505,-8166.55626
8409,Corn,29707.97299,Saline_NE, Nebraska,1961,29177.8348,88655.25299,3.037975072,1.11,NA,305685000,NA,NA,NA,90164000,NA,-2986.58004,-6620.65711
8489,Corn,23811.70319,Sarpy, Nebraska,1961,23172.29987,85801.66633,3.70331672,1.11,NA,305685000,NA,NA,NA,90164000,NA,-829.60557,-3087.75145
8569,Corn,60496.45665,Saunders, Nebraska,1961,59318.82143,193865.5761,3.270216968,1.11,NA,305685000,NA,NA,NA,90164000,NA,946.96441,-15511.60067
8649,Corn,19028.3189,Scotts Bluff, Nebraska,1961,16037.692,76133.91587,4.745266848,1.11,NA,305685000,NA,NA,NA,90164000,NA,1643.0237,-2270.28645
8729,Corn,44503.28007,Seward, Nebraska,1961,43309.45743,146960.7295,3.395753128,1.11,NA,305685000,NA,NA,NA,90164000,NA,-5612.98985,-11565.91566
8809,Corn,14382.52772,Sheridan, Nebraska,1961,8178.696829,13377.36232,1.638246888,1.11,NA,305685000,NA,NA,NA,90164000,NA,4188.4964,-3913.31016
8889,Corn,19283.27085,Sherman, Nebraska,1961,18174.43219,45819.95529,2.523276816,1.11,NA,305685000,NA,NA,NA,90164000,NA,-2213.63046,-5179.97622
8969,Corn,3379.125112,Sioux_NE, Nebraska,1961,2367.411007,9530.837228,4.023433928,1.11,NA,305685000,NA,NA,NA,90164000,NA,489.669627,-441.10735
9049,Corn,37121.81396,Stanton, Nebraska,1961,34900.08978,103557.7118,2.968930184,1.11,NA,305685000,NA,NA,NA,90164000,NA,1299.04091,-5240.67907
9129,Corn,16871.34442,Thayer, Nebraska,1961,16308.83138,64755.6391,3.973219464,1.11,NA,305685000,NA,NA,NA,90164000,NA,-3375.07825,-4560.80719
9209,Corn,19190.19315,Valley, Nebraska,1961,17915.43338,53674.81203,2.994037416,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1991.05336,-7256.01357
9289,Corn,32625.75647,Washington_NE, Nebraska,1961,31682.83893,119891.7903,3.784915224,1.11,NA,305685000,NA,NA,NA,90164000,NA,-109.26512,-10501.59242
9369,Corn,43706.04936,Wayne_NE, Nebraska,1961,42224.89991,143376.3463,3.395753128,1.11,NA,305685000,NA,NA,NA,90164000,NA,2355.27044,-5831.5201
9449,Corn,9315.863483,Webster_NE, Nebraska,1961,8939.505836,27924.45641,3.125850384,1.11,NA,305685000,NA,NA,NA,90164000,NA,-1254.52549,-2731.628087
9529,Corn,51362.70171,York, Nebraska,1961,49347.36721,180327.1693,3.653102256,1.11,NA,305685000,NA,NA,NA,90164000,NA,-6976.78047,-15519.69438
9622,Corn,30877.5145,Adair, Iowa,1961,30310.9546,131756.7568,4.349827944,1.09,NA,820975000,NA,NA,NA,90164000,NA,647.49703,-10279.01531
9715,Corn,21326.93334,Adams, Iowa,1961,20841.31057,84561.06482,4.054817968,1.09,NA,820975000,NA,NA,NA,90164000,NA,-121.40569,-6555.90741
9808,Corn,22500.52171,Allamakee, Iowa,1961,20153.34498,96829.91262,4.80175812,1.09,NA,820975000,NA,NA,NA,90164000,NA,202.34282,-2711.3938
9901,Corn,33305.62835,Audubon, Iowa,1961,32455.7885,162060.5568,4.996339168,1.09,NA,820975000,NA,NA,NA,90164000,NA,485.62277,-7243.873
9994,Corn,64830.63988,Benton, Iowa,1961,62645.33741,341851.2497,5.454546152,1.09,NA,820975000,NA,NA,NA,90164000,NA,-1861.55395,-9105.42695
10087,Corn,47348.22014,Black Hawk, Iowa,1961,44960.57485,228637.4721,5.08421448,1.09,NA,820975000,NA,NA,NA,90164000,NA,-1699.6797,-10602.76382
10180,Corn,46174.63178,Boone, Iowa,1961,45365.26049,230390.1646,5.077937672,1.09,NA,820975000,NA,NA,NA,90164000,NA,-404.68565,-13273.68906
10273,Corn,35248.11944,Bremer, Iowa,1961,33022.3484,154186.141,4.669945152,1.09,NA,820975000,NA,NA,NA,90164000,NA,-1214.05693,-6232.15889
10366,Corn,45729.47757,Buchanan, Iowa,1961,43503.70654,209688.0715,4.820588544,1.09,NA,820975000,NA,NA,NA,90164000,NA,-2266.2396,-9671.98685
10459,Corn,51961.63646,Buena Vista, Iowa,1961,50302.42533,262472.0585,5.216027448,1.09,NA,820975000,NA,NA,NA,90164000,NA,-40.46857,-13556.96901
10552,Corn,52366.3221,Butler_IA, Iowa,1961,51071.32805,229882.1378,4.500471336,1.09,NA,820975000,NA,NA,NA,90164000,NA,687.96559,-10238.54675
10645,Corn,48036.18573,Calhoun, Iowa,1961,47024.47162,240855.5172,5.121875328,1.09,NA,820975000,NA,NA,NA,90164000,NA,-1335.46262,-13799.7804
